,label,input
18398,fundamental,funmental
18399,fundamental,funtametal
18400,fundamental,funtimental
18401,fundamental,funtumentu
18402,fundamental,vundamental
18403,fundamental,vundimental
18404,fundamental,vuntamentl
18405,fundamentally,fundementally
18406,funny,funey
18407,funny,funney
18408,funny,funy
18409,fur,fer
18410,fur,furr
18411,furnace,furnice
18412,furs,fers
18413,further,farther
18414,further,furhter
18415,further,futher
18416,furthermore,furthermoo
18417,fuss,fus
18418,future,furcher
18419,future,furt
18420,future,furture
18421,futurist,furturist
18422,gain,gane
18423,gained,ganed
18424,gaining,ganing
18425,gala,garler
18426,galas,gala's
18427,gallery,calery
18428,gallery,carley
18429,gallery,gaeroe
18430,gallery,gailey
18431,gallery,galarer
18432,gallery,galarey
18433,gallery,galary
18434,gallery,galer
18435,gallery,galerea
18436,gallery,galerey
18437,gallery,galerry
18438,gallery,galery
18439,gallery,galiray
18440,gallery,galire
18441,gallery,galiry
18442,gallery,galiy
18443,gallery,gallaly
18444,gallery,gallare
18445,gallery,gallary
18446,gallery,galle
18447,gallery,gallerey
18448,gallery,gallerie
18449,gallery,gallerly
18450,gallery,gallerry
18451,gallery,galley
18452,gallery,gallon
18453,gallery,gallore
18454,gallery,gallorry
18455,gallery,gallory
18456,gallery,gallowry
18457,gallery,gallrey
18458,gallery,gallry
18459,gallery,gallury
18460,gallery,gally
18461,gallery,galorry
18462,gallery,galory
18463,gallery,galray
18464,gallery,galre
18465,gallery,galrey
18466,gallery,galriy
18467,gallery,galrwe
18468,gallery,galury
18469,gallery,galyer
18470,gallery,garage
18471,gallery,garay
18472,gallery,garea
18473,gallery,gareley
18474,gallery,gares
18475,gallery,gareud
18476,gallery,garge
18477,gallery,gargle
18478,gallery,garle
18479,gallery,garlell
18480,gallery,garley
18481,gallery,garlle
18482,gallery,garllery
18483,gallery,garlley
18484,gallery,garllry
18485,gallery,garly
18486,gallery,garrde
18487,gallery,garrey
18488,gallery,gary
18489,gallery,glare
18490,gallery,glarry
18491,gallery,glary
18492,gallery,glere
18493,gallery,glrey
18494,gallery,golery
18495,gallery,jale
18496,gallon,galin
18497,galloped,callpet
18498,galloped,calt
18499,galloped,g_alep
18500,galloped,gaepd
18501,galloped,gagging
18502,galloped,galaped
18503,galloped,galapet
18504,galloped,galapt
18505,galloped,gald
18506,galloped,galeped
18507,galloped,galepet
18508,galloped,galept
18509,galloped,galet
18510,galloped,gallapped
18511,galloped,gallat
18512,galloped,galled
18513,galloped,gallep
18514,galloped,galleped
18515,galloped,gallept
18516,galloped,gallod
18517,galloped,gallop
18518,galloped,gallopt
18519,galloped,gallot
18520,galloped,gallped
18521,galloped,galmedt
18522,galloped,galope
18523,galloped,galoped
18524,galloped,galopet
18525,galloped,galopt
18526,galloped,galopte
18527,galloped,galord
18528,galloped,galorped
18529,galloped,galp
18530,galloped,galpd
18531,galloped,galped
18532,galloped,galpt
18533,galloped,galt
18534,galloped,galyt
18535,galloped,gappet
18536,galloped,gapt
18537,galloped,gared
18538,galloped,gat
18539,galloped,gatep
18540,galloped,gatupet
18541,galloped,gavepe
18542,galloped,gearpt
18543,galloped,ginopt
18544,galloped,gloap
18545,galloped,glpt
18546,galloped,glulpr
18547,galloped,going
18548,galloped,gollaped
18549,galloped,golled
18550,galloped,gollent
18551,galloped,gollop
18552,galloped,gollot
18553,galloped,golp
18554,galloped,golped
18555,galloped,gorend
18556,galloped,lat
18557,galloped,petlet
18558,galvanized,Calvinize
18559,galvanized,calvanized
18560,galvanized,calvinized
18561,galvanized,galanized
18562,galvanized,galavined
18563,galvanized,galavinized
18564,galvanized,galinised
18565,galvanized,galunoged
18566,galvanized,galvaize
18567,galvanized,galvanise
18568,galvanized,galvanised
18569,galvanized,galvanize
18570,galvanized,galvansive
18571,galvanized,galvantized
18572,galvanized,galvanzied
18573,galvanized,galvenice
18574,galvanized,galvenize
18575,galvanized,galvenized
18576,galvanized,galvennized
18577,galvanized,galvilnize
18578,galvanized,galvinazed
18579,galvanized,galvinised
18580,galvanized,galvinize
18581,galvanized,galvinized
18582,galvanized,galvinse
18583,galvanized,galviz
18584,galvanized,galvonized
18585,galvanized,galvunize
18586,galvanized,gavanised
18587,galvanized,gavanize
18588,galvanized,gavannize
18589,galvanized,gavlinize
18590,galvanized,gelvanized
18591,galvanized,gulvenized
18592,game,gane
18593,games,game
18594,games,gams
18595,gangs,gang
18596,gangs,ganges
18597,gaoler's,gaolers
18598,garage,garech
18599,garage,garge
18600,garage,grage
18601,gardener,gardner
18602,garment,garmet
18603,gas,gase
18604,gasoline,gasaline
18605,gate,bit
18606,gate,carkt
18607,gate,gaet
18608,gate,ganed
18609,gate,gart
18610,gate,gat
18611,gate,gated
18612,gate,gater
18613,gate,gatr
18614,gate,gean
18615,gate,geit
18616,gate,gert
18617,gate,get
18618,gate,getea
18619,gather,garther
18620,gather,gether
18621,gathered,gatherd
18622,gauge,bergage
18623,gauge,cage
18624,gauge,cauge
18625,gauge,gach
18626,gauge,gade
18627,gauge,gadeg
18628,gauge,gadg
18629,gauge,gadge
18630,gauge,gadje
18631,gauge,gag
18632,gauge,gagde
18633,gauge,gage
18634,gauge,gagech
18635,gauge,gaged
18636,gauge,gager
18637,gauge,gaige
18638,gauge,gams
18639,gauge,gang
18640,gauge,gange
18641,gauge,gaog
18642,gauge,gaoge
18643,gauge,gape
18644,gauge,gar
18645,gauge,gare
18646,gauge,garer
18647,gauge,gargch
18648,gauge,garge
18649,gauge,garind
18650,gauge,geich
18651,gauge,ghase
18652,gauge,gradnang
18653,gauge,grage
18654,gauge,guadge
18655,gauge,guage
18656,gauge,rage
18657,gauge,tade
18658,gave,cave
18659,gave,gav
18660,gay,jay
18661,gears,gares
18662,geese,gees
18663,gem,jam
18664,gem,jem
18665,general,genale
18666,general,genaral
18667,general,generall
18668,general,genral
18669,general,genroll
18670,generally,generaly
18671,generated,generataed
18672,generator,generrater
18673,generosity,generousity
18674,generous,generious
18675,geneva,geniva
18676,genii,genei
18677,genius,Genious
18678,genius,Genius
18679,genius,Jeanues
18680,genius,adjeanious
18681,genius,chenus
18682,genius,geanies
18683,genius,geanios
18684,genius,geenus
18685,genius,geenyous
18686,genius,gemese
18687,genius,geneius
18688,genius,geneous
18689,genius,geneus
18690,genius,geneye
18691,genius,genies
18692,genius,genios
18693,genius,genious
18694,genius,genis
18695,genius,genity
18696,genius,geniues
18697,genius,genous
18698,genius,genues
18699,genius,genuis
18700,genius,genus
18701,genius,genuse
18702,genius,genuss
18703,genius,giness
18704,genius,gneass
18705,genius,guenious
18706,genius,guinious
18707,genius,gulinuous
18708,genius,jeanes
18709,genius,jeanus
18710,genius,jemuisus
18711,genius,jenius
18712,genius,jenuious
18713,genius,jeyionus
18714,genius,venus
18715,gentle,gentel
18716,gentleman,gentalman
18717,gentleman,gentelman
18718,gentleman,gentlemen
18719,gentlemen,gentelmen
18720,gentlemen,gentleman
18721,genuinely,genuinly
18722,geographically,goegraphicaly
18723,geometry,Geanarly
18724,geometry,Gemoratry
18725,geometry,Geometery
18726,geometry,Geometry
18727,geometry,Geomotery
18728,geometry,geamatie
18729,geometry,geametry
18730,geometry,geeamontruy
18731,geometry,gematree
18732,geometry,gemeotry
18733,geometry,gemerotry
18734,geometry,gemetry
18735,geometry,gemontary
18736,geometry,gemotery
18737,geometry,genonary
18738,geometry,geogamgrey
18739,geometry,geomatery
18740,geometry,geomatory
18741,geometry,geomatry
18742,geometry,geomeltry
18743,geometry,geomentry
18744,geometry,geomeotry
18745,geometry,geomertry
18746,geometry,geometary
18747,geometry,geometery
18748,geometry,geometrey
18749,geometry,geometriy
18750,geometry,geomety
18751,geometry,geomiorty
18752,geometry,geomitec
18753,geometry,geomitree
18754,geometry,geomitry
18755,geometry,geommitry
18756,geometry,geomometry
18757,geometry,geomoratry
18758,geometry,geomotary
18759,geometry,geomotery
18760,geometry,geomotre
18761,geometry,geomotree
18762,geometry,geomotry
18763,geometry,geomratry
18764,geometry,geomtery
18765,geometry,geomtry
18766,geometry,geoomentry
18767,geometry,georgry
18768,geometry,geormerly
18769,geometry,geromatory
18770,geometry,geumatry
18771,geometry,goementic
18772,geometry,gomatray
18773,geometry,gomonerty
18774,geometry,gumitra
18775,geometry,jerumantry
18776,get,cet
18777,get,gat
18778,get,geat
18779,get,geter
18780,get,git
18781,get,go
18782,getaway,geter_way
18783,get_out,get
18784,getting,geting
18785,getting,gitting
18786,ghastly,gastly
18787,ghost,goast
18788,giant,gaint
18789,gift,give
18790,giggling,gigling
18791,gingham,gingam
18792,gingham,gingum
18793,girl,girll
18794,girl,gril
18795,girl,guirl
18796,girlfriend,girl_friend
18797,girls,girl
18798,girls,girles
18799,girls,gril
18800,girls,grils
18801,girls',girl
18802,give,cife
18803,give,gav
18804,give,gave
18805,give,gef
18806,give,gefe
18807,give,gere
18808,give,gerf
18809,give,geve
18810,give,giave
18811,give,gif
18812,give,gife
18813,give,giff
18814,give,git
18815,give,giv
18816,give,gof
18817,give,going
18818,give,gre
18819,give,gurp
18820,give,haf
18821,given,givein
18822,given,givin
18823,gives,givs
18824,giving,giveing
18825,glad,glatt
18826,gladly,glady
18827,glance,glacnce
18828,glass,glars
18829,glass,glas
18830,glasses,glases
18831,glasses,glasser
18832,globe,glob
18833,gloomy,glomy
18834,gloomy,glooming
18835,gloomy,gloomming
18836,glorious,glourious
18837,gloves,cloves
18838,gloves,glovs
18839,glowed,carend
18840,glowed,cload
18841,glowed,clod
18842,glowed,clode
18843,glowed,cloded
18844,glowed,closed
18845,glowed,cloud
18846,glowed,clowd
18847,glowed,coad
18848,glowed,col
18849,glowed,gerd
18850,glowed,gilowed
18851,glowed,gimtied
18852,glowed,giou
18853,glowed,glabed
18854,glowed,glag
18855,glowed,glawd
18856,glowed,gload
18857,glowed,gloaded
18858,glowed,glod
18859,glowed,glode
18860,glowed,gloded
18861,glowed,gloed
18862,glowed,gloud
18863,glowed,gloued
18864,glowed,glow
18865,glowed,gloweld
18866,glowed,glued
18867,glowed,goald
18868,glowed,goaud
18869,glowed,god
18870,glowed,goild
18871,glowed,gont
18872,glowed,gooder
18873,glowed,gowed
18874,glowed,goyd
18875,glowed,groled
18876,glowed,guicd
18877,glowed,hardly
18878,glowed,loed
18879,glowed,lougd
18880,glowed,lowed
18881,glowed,shone
18882,glucose,gluo
18883,gnawing,knawing
18884,go,come
18885,go,fo
18886,go,gow
18887,go,gowe
18888,go,gril
18889,go,gu
18890,go,od
18891,go,ona
18892,goalkeeper,goal_keeper
18893,goat,got
18894,goat,gote
18895,god,gad
18896,godforsaken,god_forsaken
18897,goes,go's
18898,goes,gos
18899,goes,gose
18900,going,gomeing
18901,going,goning
18902,going,gowing
18903,golden,gloden
18904,golden,goldin
18905,goldfish,gold_fish
18906,golliwogs,golly-wogs
18907,gone,crome
18908,gone,go
18909,gone,gome
18910,gone,gon
18911,gone,gonne
18912,gone,goon
18913,gone,gor
18914,gone,gornd
18915,good,go
18916,good,goad
18917,good,god
18918,good,gowed
18919,good-humoured,good_humer
18920,good-looking,good_looking
18921,good-natured,good_natured
18922,good-tempered,good-temper
18923,good_humouredly,good-humourdly
18924,goodbye,good_bye
18925,goodbye,goodby
18926,goodness,goodnes
18927,goods,goodes
18928,goose,goos
18929,goose,gose
18930,gorgeous,Gorgeous
18931,gorgeous,corgss
18932,gorgeous,courgious
18933,gorgeous,garechs
18934,gorgeous,geogrous
18935,gorgeous,georgeous
18936,gorgeous,georgious
18937,gorgeous,georgous
18938,gorgeous,georgus
18939,gorgeous,gergious
18940,gorgeous,gerious
18941,gorgeous,gerougous
18942,gorgeous,gorages
18943,gorgeous,gordeous
18944,gorgeous,gordges
18945,gorgeous,gordgous
18946,gorgeous,gordias
18947,gorgeous,gordigous
18948,gorgeous,gordious
18949,gorgeous,gordius
18950,gorgeous,gordous
18951,gorgeous,gorduious
18952,gorgeous,gorduous
18953,gorgeous,gordus
18954,gorgeous,goregous
18955,gorgeous,goreous
18956,gorgeous,gorestrous
18957,gorgeous,gorgas
18958,gorgeous,gorgeious
18959,gorgeous,gorges
18960,gorgeous,gorgess
18961,gorgeous,gorgeus
18962,gorgeous,gorgioud
18963,gorgeous,gorgious
18964,gorgeous,gorgius
18965,gorgeous,gorgous
18966,gorgeous,gorgouse
18967,gorgeous,gorguis
18968,gorgeous,gorgus
18969,gorgeous,gorguses
18970,gorgeous,gorguss
18971,gorgeous,gorious
18972,gorgeous,gorjous
18973,gorgeous,gorjust
18974,gorgeous,goudeous
18975,gorgeous,gourgace
18976,gorgeous,gourgeous
18977,gorgeous,gourgous
18978,gorgeous,gourougas
18979,gorgeous,gourous
18980,gorgeous,gouvges
18981,gorgeous,goyorges
18982,gorgeous,guorgeous
18983,gossip,gosip
18984,got,gat
18985,got,get
18986,got,go
18987,got,goot
18988,govern,goven
18989,govern,gover
18990,government,commat
18991,government,covenment
18992,government,cover_ment
18993,government,gomment
18994,government,govement
18995,government,govemeter
18996,government,govemont
18997,government,govermant
18998,government,goverment
18999,government,govermne
19000,government,govermont
19001,government,governemt
19002,government,govetment
19003,government,govment
19004,government,grovment
19005,government,gurmut
19006,government,guvement
19007,government,guverment
19008,governmental,govermental
19009,governments,goverments
19010,governor,govenor
19011,gown,grown
19012,grab,grabe
19013,grabbing,grabbin
19014,grade,grad
19015,grade,gread
19016,gradually,cragualy
19017,gradually,craly
19018,gradually,easly
19019,gradually,gallerdy
19020,gradually,gallulay
19021,gradually,gally
19022,gradually,gerdually
19023,gradually,gergle
19024,gradually,gra
19025,gradually,graadully
19026,gradually,graally
19027,gradually,grach
19028,gradually,grachly
19029,gradually,graddually
19030,gradually,gradely
19031,gradually,gradeuely
19032,gradually,gradgle
19033,gradually,gradily
19034,gradually,gradjually
19035,gradually,gradoly
19036,gradually,gradruly
19037,gradually,gradual
19038,gradually,gradualley
19039,gradually,gradualy
19040,gradually,graduley
19041,gradually,gradullay
19042,gradually,gradully
19043,gradually,graduly
19044,gradually,graduoly
19045,gradually,graduy
19046,gradually,gragai
19047,gradually,gragally
19048,gradually,gragauly
19049,gradually,grage
19050,gradually,graggerle
19051,gradually,gragually
19052,gradually,gragully
19053,gradually,graguly
19054,gradually,grajoly
19055,gradually,grajorley
19056,gradually,grale
19057,gradually,gralle
19058,gradually,gralulary
19059,gradually,graly
19060,gradually,grandully
19061,gradually,graraerly
19062,gradually,gratuelly
19063,gradually,graualy
19064,gradually,grauddy
19065,gradually,graudilly
19066,gradually,graudually
19067,gradually,graudully
19068,gradually,grauly
19069,gradually,grautually
19070,gradually,guade
19071,gradually,gualley
19072,gradually,scated
19073,gradually,shadly
19074,gradually,suddy
19075,graduate,graguate
19076,graduation,graguation
19077,graduation,grauation
19078,grain,gran
19079,grain,grane
19080,grammar,grammer
19081,gramophone,grammophon
19082,grand,gand
19083,grand,graned
19084,grandeur,granduer
19085,grandfather,grandfarther
19086,grandma,grandna
19087,grandmother,grandnother
19088,grandmother,granmother
19089,grandpa,grandpar
19090,grant,gant
19091,grant,grand
19092,grapes,graps
19093,graphically,graphicaly
19094,grass,gess
19095,grass,gras
19096,grateful,grajetfull
19097,grateful,gratefull
19098,grateful,gratful
19099,grateful,gratiful
19100,grateful,great_ful
19101,grateful,greateful
19102,grateful,greatful
19103,grateful,greatfule
19104,grateful,greatfull
19105,grateful,greetful
19106,grateful,rainfall
19107,gratitude,graditude
19108,gravy,gravey
19109,gray,grae
19110,grease,greas
19111,grease,gres
19112,great,act
19113,great,and
19114,great,carot
19115,great,cat
19116,great,cater
19117,great,coird
19118,great,crat
19119,great,crate
19120,great,cret
19121,great,fatd
19122,great,fod
19123,great,frat
19124,great,frate
19125,great,gaet
19126,great,gant
19127,great,gart
19128,great,garte
19129,great,gat
19130,great,gata
19131,great,gate
19132,great,gater
19133,great,gatr
19134,great,geant
19135,great,geart
19136,great,geat
19137,great,gent
19138,great,gert
19139,great,gerted
